experiment,feature_number,network,libraryID,manual check - Library,manual check - CANOPUS,conciseConsensusLibrary,conciseConsensusCanopus,conciseConsensusLevelLibrary,GnpsJobID,Mirror Plot verified?
dataset1,18561,208,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3399,21,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7262,21,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15785,21,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3399,208,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7262,208,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15785,208,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,4203,100,Massbank:RP025402 Tetradecanoyl-L-Carnitine|L-Myristoylcarnitine|(3R)-3-tetradecanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Lipids and lipid-like molecules,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,7619,21,Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8929,21,Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7619,208,Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8929,208,Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,3786,100,Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Lipids and lipid-like molecules,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,3787,100,Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate,correct,correct,Fatty acid esters,Lipids and lipid-like molecules,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,19442,99,Massbank:RP026303 1-tridecanoyl-2-hydroxy-sn-glycero-3-phosphocholine|1-tridecanoyl-sn-glycero-3-phosphocholine|[(2R)-2-hydroxy-3-tridecanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate,correct,correct,Glycerophosphocholines,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19442,71,Massbank:RP026303 1-tridecanoyl-2-hydroxy-sn-glycero-3-phosphocholine|1-tridecanoyl-sn-glycero-3-phosphocholine|[(2R)-2-hydroxy-3-tridecanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate,correct,NA,Glycerophosphocholines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,2924,-1,"Massbank:TUE00282 Denatonium|N-Benzyl-2-[(2,6-dimethylphenyl)amino]-N,N-diethyl-2-oxoethanaminium",correct,NA,"Amino acids, peptides, and analogues",NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,5921,-1,Massbank:UA007701 4-Phenylpyridine,correct,NA,Phenylpyridines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,20033,-1,"Massbank:UF410703 4-Formyl-antipyrine|1,5-dimethyl-3-oxidanylidene-2-phenyl-pyrazole-4-carbaldehyde",correct,NA,Pyrazoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,72,994,"MassbankEU:SM822301 DEET|N,N-diethyl-3-methylbenzamide",correct,NA,Toluenes,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,917,2079,MassbankEU:SM822901 Icaridin|Bbutan-2-yl 2-(2-hydroxyethyl)piperidine-1-carboxylate,correct,NA,Piperidinecarboxylic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,917,181,MassbankEU:SM822901 Icaridin|Bbutan-2-yl 2-(2-hydroxyethyl)piperidine-1-carboxylate,correct,NA,Piperidinecarboxylic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1594,5729,"MassbankEU:SM878101 Triethylcitrate|triethyl 2-hydroxypropane-1,2,3-tricarboxylate",correct,correct,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1594,2966,"MassbankEU:SM878101 Triethylcitrate|triethyl 2-hydroxypropane-1,2,3-tricarboxylate",correct,NA,Tricarboxylic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8919,1955,MassbankEU:SM881501 Diphenylphosphate|Diphenyl hydrogen phosphate,correct,NA,Phosphate esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8919,1604,MassbankEU:SM881501 Diphenylphosphate|Diphenyl hydrogen phosphate,correct,NA,Phosphate esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3201,-1,Mefenoxam,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,6518,-1,Mefenoxam,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset4,5457,907,Melezitose,correct,correct,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,2756,-1,Meperidine,correct,NA,Phenylpiperidines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5291,4651,Mescaline,incorrect?,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5291,294,Mescaline,incorrect?,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1297,393,Mesterolone,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1678,5297,Mesterolone,correct,incorrect,Androstane steroids,Retinoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1837,5297,Mesterolone,correct,incorrect,Androstane steroids,Retinoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8528,-1,Mesterolone,correct,NA,Androstane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,14456,1128,Mesterolone,correct,correct,Androstane steroids,Steroids and steroid derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19550,393,Mesterolone,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19941,1128,Mesterolone,correct,correct,Androstane steroids,Steroids and steroid derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1297,599,Mesterolone,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14456,1387,Mesterolone,correct,NA,Androstane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19550,599,Mesterolone,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19941,1387,Mesterolone,correct,NA,Androstane steroids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18644,-1,Mestranol,correct,NA,Estrane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11494,-1,Met-Phe,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,160,-1,Metanephrine,correct,NA,Methoxyphenols,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4230,512,Metanephrine,incorrect,incorrect,"Amino acids, peptides, and analogues",Carbonyl compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4230,2143,Metanephrine,incorrect,NA,Organic acids and derivatives,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6711,-1,Metaproterenol,correct,NA,Benzenediols,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1083,393,Methandienone,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1083,2132,Methandienone,correct,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,1089,280,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2510,-1,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4595,280,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15083,-1,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16870,-1,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,17445,-1,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18769,-1,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1089,241,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4595,241,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2641,280,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4610,-1,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,13803,-1,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16979,280,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2641,241,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16979,241,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8067,280,"Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14076,280,"Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18714,280,"Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8067,241,"Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14076,241,"Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18714,241,"Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",correct,NA,N-alkylindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2666,-1,Methasterone,correct,NA,Androstane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,14800,-1,Methasterone,correct,NA,Androstane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2648,147,Methyl .alpha.-D-mannopyranoside,correct,correct,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2648,199,Methyl .alpha.-D-mannopyranoside,correct,NA,Carbohydrates and carbohydrate conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19492,393,Methyl .alpha.-linolenyl fluorophosphonate,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3030,-1,"methyl 10-hydroxy-5-methyl-2-(propan-2-yl)-11,12-dioxatricyclo[5.3.2.0?,?]dodec-8-ene-8-carboxylate",correct,NA,"1,2-dioxanes",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18044,1829,Methyl 3-aminobenzoate,correct,correct,Benzoic acids and derivatives,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18044,1346,Methyl 3-aminobenzoate,correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7470,398,METHYL INDOLE-3-ACETATE - 40.0 eV,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7470,74,METHYL INDOLE-3-ACETATE - 40.0 eV,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8669,107,Methyl jasmonate,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8669,447,Methyl jasmonate,correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12838,5149,MianserinHCl,incorrect? - saturated,incorrect,Dibenzazepines,Carboxylic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12844,1099,MianserinHCl,correct,correct,Organoheterocyclic compounds,Organoheterocyclic compounds,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16997,-1,MianserinHCl,incorrect? - saturated,NA,Dibenzazepines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18835,4567,MianserinHCl,incorrect? - saturated,NA,Dibenzazepines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12838,4090,MianserinHCl,incorrect? - saturated,NA,Dibenzazepines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12844,1455,MianserinHCl,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18835,5039,MianserinHCl,incorrect? - saturated,NA,Dibenzazepines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14269,-1,Milnacipran,incorrect? - saturated,NA,Phenylacetamides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset4,12771,1434,"MoNA:586455 [(2R)-2-ethylhexyl] 2-cyano-3,3-diphenylprop-2-enoate",correct,correct,Benzenoids;Benzene and substituted derivatives;Diphenylmethanes,Benzenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,17630,-1,Monoarachidin,correct,NA,Monoradylglycerols,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,3977,122,Monopalmitolein (9c),correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,5669,-1,"myo-Inositol 3,4,5,6-tetraacetate",correct,NA,Tetracarboxylic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5978,407,N-Acetyl-5-hydroxytryptamine,correct,NA,Hydroxyindoles,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3240,247,N-Acetyl-D-glucosamine,correct,correct,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3240,116,N-Acetyl-D-glucosamine,correct,NA,Carbohydrates and carbohydrate conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,2403,315,N-Acetylserotonin,correct,NA,Indoles and derivatives,NA,class,89c9d8b0a49d467390b70dd337bc7015,
dataset2,1310,-1,N-Butylbenzenesulfonamide,correct,NA,Benzenesulfonamides,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,1147,393,N-Decanoyl-p-nitroaniline,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14298,393,N-Decanoyl-p-nitroaniline,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1147,5404,N-Decanoyl-p-nitroaniline,correct,NA,Nitrobenzenes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14298,5404,N-Decanoyl-p-nitroaniline,correct,NA,Nitrobenzenes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5513,-1,N-Ethylbuphedrone,correct,NA,Carbonyl compounds,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,1684,199,N-geranyl-L-glutamic acid,correct,correct,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,3899,1651,N-Heptanoyl-DL-homoserine lactone,correct,correct,"Amino acids, peptides, and analogues",Fatty acid esters,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11680,1651,N-Heptanoyl-DL-homoserine lactone,correct,correct,"Amino acids, peptides, and analogues",Fatty acid esters,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3899,5061,N-Heptanoyl-DL-homoserine lactone,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11680,5061,N-Heptanoyl-DL-homoserine lactone,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13199,2081,N-Mesitylbicyclo[2.2.1]heptane-2-carboxamide,correct?,correct,Monoterpenoids,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13199,1617,N-Mesitylbicyclo[2.2.1]heptane-2-carboxamide,correct?,NA,Monoterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3097,-1,N-Nonanoyl-L-homoserine lactone,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12639,-1,N-Octanoylsphingosine,correct,NA,Ceramides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3191,-1,N-Octanoylsphingosine,correct,NA,Ceramides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5292,-1,N-Octanoylsphingosine,correct,NA,Ceramides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,274,122,N-Oleoylglycine,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,10155,17,N-Oleoyltaurine,correct,NA,Fatty amides,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15102,1876,N-Palmitoyl-D-sphingosine,correct,correct,Ceramides,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15102,363,N-Palmitoyl-D-sphingosine,correct,NA,Ceramides,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,16907,-1,N-Undecanoyl-L-homoserine lactone,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2217,-1,"N,N-Diisopropylaniline",correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1674,-1,"N,N-Dimethylsphingosine",correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,9989,-1,"N,N-Dimethylsphingosine",correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11335,-1,"N,N-Dimethylsphingosine",correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16447,-1,"N,N-Dimethylsphingosine",correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16929,-1,"N,N-Dimethylsphingosine",correct,NA,Amines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,9357,-1,"NCGC00168939-02!8-hydroxy-3-(4-oxopentyl)-3,4-dihydroisochromen-1-one [IIN-based on: CCMSLIB00000847794]",correct,NA,2-benzopyrans,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5306,-1,"NCGC00169052-03_C23H26O5_6H-Furo[2,3-h]-2-benzopyran-6,8(6aH)-dione, 9-acetyl-3-[(1E,3E,5S)-3,5-dimethyl-1,3-heptadien-1-yl]-9,9a-dihydro-6a-methyl-, (6aR,9R,9aR)-",correct,NA,Carbonyl compounds,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12154,-1,"NCGC00169052-03_C23H26O5_6H-Furo[2,3-h]-2-benzopyran-6,8(6aH)-dione, 9-acetyl-3-[(1E,3E,5S)-3,5-dimethyl-1,3-heptadien-1-yl]-9,9a-dihydro-6a-methyl-, (6aR,9R,9aR)-",correct,NA,Carbonyl compounds,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5959,-1,NCGC00170025-02!N-(1-hydroxy-3-phenylpropan-2-yl)benzamide [IIN-based: Match],correct,NA,Phenethylamines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,2897,164,"NCGC00178646-02!2,4-dihydroxyheptadecyl acetate [IIN-based: Match]",correct,correct,Fatty alcohols,Lipids and lipid-like molecules,subclass,89c9d8b0a49d467390b70dd337bc7015,
