experiment,feature_number,network,libraryID,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,GnpsJobID
dataset1,11986,-1,Galiellalactone,Gamma butyrolactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12007,-1,.alpha.-Pyrrolidinohexanophenone,Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12033,2976,Chlormadinone acetate,Steroids and steroid derivatives,0.7666666666666666,class,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12117,-1,Indigo Carmine,Indolines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12126,-1,"(E)-2-(hydroxymethyl)-3-(3-oxo-5-propan-2-yl-4,5,6,7-tetrahydro-1H-2-benzofuran-4-yl)prop-2-enoic acid",Terpene lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12154,-1,"NCGC00169052-03_C23H26O5_6H-Furo[2,3-h]-2-benzopyran-6,8(6aH)-dione, 9-acetyl-3-[(1E,3E,5S)-3,5-dimethyl-1,3-heptadien-1-yl]-9,9a-dihydro-6a-methyl-, (6aR,9R,9aR)-",Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12267,-1,7.alpha.-Thiospironolactone,Steroid lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12277,1095,"3.beta.,5.beta.-Tetrahydrocortisone",Lipids and lipid-like molecules,1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12314,1028,(R)-Butyrylcarnitine,Fatty acid esters,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12361,-1,"11.beta.,21-Dihydroxy-5.beta.-pregnane-3,20-dione",Hydroxysteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12452,-1,NCGC00180573-03!2-[5-[2-[2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyloxy]butyl]oxolan-2-yl]propanoic acid,Dicarboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12616,1846,"3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo-",Lipids and lipid-like molecules,1.1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12634,1867,16.beta.-Hydroxyfurazabol,Estrane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12639,-1,N-Octanoylsphingosine,Ceramides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12659,-1,2-Despiperidyl-2-(5-carboxypentylamine)repaglinide,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12672,-1,Lys-Glu,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12681,7160,Massbank:EA017203 Metoprolol|1-(isopropylamino)-3-[4-(2-methoxyethyl)phenoxy]propan-2-ol,Tyrosols and derivatives,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12757,989,Kirenol,Diterpenoids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12781,-1,(+)-Aphidicolin,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12838,4090,MianserinHCl,Dibenzazepines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12844,1455,MianserinHCl,Organoheterocyclic compounds,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12855,10,"1,4-Benzenediamine, N-phenyl-",Aniline and substituted anilines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12874,-1,Penicillic acid,Medium-chain keto acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12945,1799,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12970,294,Dibutyl sebacate,Lipids and lipid-like molecules,0.7,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12982,1846,.beta.-Estradiol,Lipids and lipid-like molecules,1.1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12983,6980,1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,Glycerophosphoethanolamines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12987,7260,Phe-Val,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13004,1155,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13014,2467,Spectral Match to Coproporphyrin III from NIST14,Porphyrins,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13116,-1,.alpha.-Ionone,Sesquiterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13118,-1,Ganoderic acid F,Triterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13171,4146,Lupinine,Lupinine-type alkaloids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13174,1536,3-Hydroxyhexadecanoylcarnitine,Fatty acid esters,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13199,1617,N-Mesitylbicyclo[2.2.1]heptane-2-carboxamide,Monoterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13217,4146,Lupinine,Lupinine-type alkaloids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13224,354,"all-trans-13,14-Dihydroretinol",Retinoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13235,468,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13251,-1,"5-Pregnene-3.beta.,17,20.alpha.-triol",Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13265,3472,"Massbank:NA000300 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol",Lupinine-type alkaloids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13294,208,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,Fatty acid esters,1,subclass,10,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13313,-1,Thr-Ser-Lys,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13382,-1,(-)-Caryophyllene oxide,Sesquiterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13394,1264,Leu-Trp,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13436,2827,"2,8-Dimethyl-2-(.beta.-carboxyethyl)-6-hydroxychroman",1-benzopyrans,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13473,-1,tert-Butyl 4-(1H-indol-4-yl)piperazine-1-carboxylate,Piperazines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13505,1201,3.beta.-Hydroxy-5-cholenoic acid,Lipids and lipid-like molecules,1,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13515,-1,His-Lys,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13614,331,.alpha.-Ionone,Lipids and lipid-like molecules,1,superclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13623,1663,.alpha.-Ionone,Lipids and lipid-like molecules,0.75,superclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13650,4636,"7S,8,17S-Trihydroxydocosa-4Z,9E,11E,13Z,15E,19Z-hexaenoic acid",Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13674,3890,.beta.-Damascone,Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13696,1856,(+)-Dihydrocervone,Monoterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13732,3890,.beta.-Damascone,Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13803,-1,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13848,1663,10-Methylundecanoic acid,Lipids and lipid-like molecules,0.75,superclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13851,3272,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13913,331,"Dodeca-2(E),4(E)-dienoic acid",Lipids and lipid-like molecules,1,superclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13997,1120,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14040,1095,"3.beta.,5.beta.-Tetrahydrocortisone",Lipids and lipid-like molecules,1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14076,241,"Methanone, [1-(4-penten-1-yl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,0.875,subclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14171,-1,Neotame,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14228,1504,Steviol,Diterpenoids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14229,1663,.gamma.-Dodecalactone,Lipids and lipid-like molecules,0.75,superclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14230,1504,Steviol,Diterpenoids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14234,-1,"NCGC00381262-01_C29H36O5_9,11a-Methano-11aH-cyclohepta[a]naphthalen-8(9H)-one, 6-(acetyloxy)-5-(benzoyloxy)-2,3,4,4a,5,6,6a,7,10,11-decahydro-1,4,4,9-tetramethyl-",Benzoic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14237,-1,"5.alpha.-Pregnane-3.alpha.,21-diol-11,20-dione",Hydroxysteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14269,-1,Milnacipran,Phenylacetamides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14276,-1,Isosteviol,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14284,1158,Leu-Leu,"Amino acids, peptides, and analogues",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14298,5404,N-Decanoyl-p-nitroaniline,Nitrobenzenes,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14331,241,"Massbank:EA282504 EDDP|(2E)-2-ethylidene-1,5-dimethyl-3,3-diphenyl-pyrrolidine",N-alkylindoles,0.875,subclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14352,-1,CORTISONE,Hydroxysteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14362,-1,Kirenol,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14396,-1,"Massbank:IA000331 8,9-DHET-[d11]",Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14415,2976,"Androsta-1,4-dien-3-one, 4-chloro-6,17-dihydroxy-17-methyl-, (6.beta.,17.beta.)-",Steroids and steroid derivatives,0.7666666666666666,class,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14419,10,Spectral Match to 4-(Phenylamino)phenol from NIST14,Aniline and substituted anilines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14456,1387,Mesterolone,Androstane steroids,1.1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14491,1387,2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,Androstane steroids,1.1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14573,6491,17-Octadecynoic acid,Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14575,-1,Massbank:LU083602 UK-156819|5-(2-Methyl-3-(pyridin-3-yl)-1H-indol-1-yl)pentanoic acid|5-(2-methyl-3-pyridin-3-ylindol-1-yl)pentanoic acid,Indolyl carboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14617,5180,5-Amino-1-naphthol,Naphthols and derivatives,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14627,730,all-trans-4-Hydroxyretinoic acid,Lipids and lipid-like molecules,1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14629,-1,Nodakenin,Furanocoumarins,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14651,-1,18-Carboxydinorleukotriene B4,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14668,-1,Isopimaric acid,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14671,-1,Ile-Met,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14673,160,Spectral Match to Nonaethylene glycol from NIST14,Ethers,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14682,-1,"2,3-bis[(4-hydroxy-3-methoxyphenyl)methyl]butane-1,4-diol",Dibenzylbutanediol lignans,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14692,-1,Kynuramine,Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14699,-1,Nodakenin,Furanocoumarins,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14710,-1,.alpha.-L-Asp-L-Lys,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14764,-1,Massbank:PR311142 Cyclo(leucylprolyl),"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14767,-1,"2,4,6-Tri-tert-butylaniline",Phenylpropanes,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14774,-1,"Quinoline-2,8-diol",Quinolones and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14779,3953,"7.alpha.,17.alpha.-Dimethyl-5.beta.-androstane-3.alpha.,17.beta.-diol",Androstane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14786,3953,"7.alpha.,17.alpha.-Dimethyl-5.beta.-androstane-3.alpha.,17.beta.-diol",Androstane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14800,-1,Methasterone,Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14819,2846,1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine,Glycerophosphocholines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14827,-1,"2-Cyclopentene-1-octanoic acid, 5-(2-carboxyethyl)-.epsilon.,4-dioxo-, (1S,5R)-",Medium-chain keto acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14865,3554,"Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-",Benzoic acids and derivatives,1.1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14869,-1,Tyr-Leu,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14970,4146,Lupinine,Lupinine-type alkaloids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,14985,1485,Estriol,Estrane steroids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15083,-1,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15102,363,N-Palmitoyl-D-sphingosine,Ceramides,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15136,-1,Trp-Pro,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15142,-1,5.alpha.-Androstan-17.beta.-ol-3-one,Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15145,1672,5.alpha.-Androstan-17.beta.-ol-3-one,Androstane steroids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15149,-1,11.beta.-Misoprostol,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15198,894,3-Iodo-L-tyrosine,"Amino acids, peptides, and analogues",1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15224,-1,Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,Fatty acid esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15238,1046,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",Tetracarboxylic acids and derivatives,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15262,-1,9(10)-Epoxy-12Z-octadecenoic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15263,159,Normeperidine,Phenylpiperidines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15288,3554,"Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-",Benzoic acids and derivatives,1.1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15292,-1,Gatifloxacin,Quinoline carboxylic acids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15325,-1,NCGC00384800-01_C21H34O10_,Terpene glycosides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15334,-1,Isoalantolactone,Terpene lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15537,224,.beta.-Estradiol,Estrane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15652,1301,Anisatin,Terpene lactones,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15693,2187,"Acetic acid, 2-[4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy]-",Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15699,468,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15712,1573,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Lipids and lipid-like molecules,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15718,638,.alpha.-Ionone,Lipids and lipid-like molecules,0.9,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15724,-1,all-trans-4-Hydroxyretinoic acid,Retinoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15732,2143,2-Methyl-N-(4-Methylphenyl)alanine,Organic acids and derivatives,0.7,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15785,208,Massbank:RP025302 Octanoyl-L-Carnitine|L-Octanoylcarnitine|(3R)-3-octanoyloxy-4-(trimethylazaniumyl)butanoate,Fatty acid esters,1,subclass,10,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15809,-1,"Massbank:LU031502 4,4'-Methylenebis(2,6-diethylaniline)|4-[(4-amino-3,5-diethylphenyl)methyl]-2,6-diethylaniline",Diphenylmethanes,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15814,3661,Oleic acid methyl ester,Fatty acid esters,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15852,691,"""""""N,N-Dimethyldodecylamine N-oxide""""""",Aminoxides,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15962,-1,"1H-1,2,3-Triazole-1-octanamide, N-[1,1'-biphenyl]-2-yl-4-(3-pyridinyl)-",Biphenyls and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15978,-1,Arachidonoyl ethanolamide,Carboximidic acids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,15987,-1,PERHEXILINE,Dicarboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16046,1536,3-Hydroxyhexadecanoylcarnitine,Fatty acid esters,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16050,-1,"Benzeneethanamine, 2,5-dimethoxy-N-[(2-methoxyphenyl)methyl]-3,4-dimethyl-",Methoxybenzenes,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16051,116,NCGC00381347-01!5-acetamido-4-oxohexanoic acid,Carbohydrates and carbohydrate conjugates,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16092,4545,"2,4,6-Tri-tert-butylaniline",Phenylpropanes,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16112,-1,3-Hydroxystanozolol glucuronide,Steroidal glycosides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16175,599,"Massbank:EQ303101 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline",Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16180,-1,Spectral Match to 1-Hexadecyl-sn-glycero-3-phosphocholine from NIST14,Glycerophosphocholines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16204,2132,Steviol,Steroids and steroid derivatives,0.9571428571428571,class,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16316,3703,3-O-Benzyl-16-O-tert-butoxycarbonyl-16.alpha.-hydroxyestrone,Steroid esters,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16322,-1,Triethylene glycol monobutyl ether,Ethers,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16325,-1,Prednisolone 21-acetate,Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16400,1021,Tyr-Val,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16447,-1,"N,N-Dimethylsphingosine",Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16449,1476,17-Phenoxytrinorprostaglandin F2.alpha.,Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16464,2132,"5.alpha.-Pregnane-3.alpha.,11.beta.,21-triol-20-one",Steroids and steroid derivatives,0.9571428571428571,class,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16703,1321,Massbank:PR310583 Hetisine,Lipids and lipid-like molecules,0.6,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16765,3272,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16849,728,"Massbank:AC000287 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",Sesquiterpenoids,1.1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16850,3272,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16870,-1,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16893,-1,Massbank:AC000744 Oxaline,Pyridoindoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16919,7452,Docosahexaenoic acid methyl ester,Fatty acid esters,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16929,-1,"N,N-Dimethylsphingosine",Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16940,471,"Massbank:EA278401 DDAO| N,N-dimethyl-1-decanamine oxide|NN-Dimethyldicylamine N-oxide",Aminoxides,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,16979,241,"Methanone, (1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,0.875,subclass,8,Library,16616afa8edd490ea7e50cc316a20222
